,unique_id_in_geo,pid,hhd,relationship,age,age-group,gender,income,income-group,education,education-level,edu-year,edu-year-required,status,number,hhd-income,hhd-income-group,license,max-friend,min-friend,my-score,district,livelon,livelat,wslong,wslat,residence-size,residence-cost,current-ws-dis,weekday-shopping,weekday-leisure,weekend-shopping,weekend-leisure,distance-max,weekday-deptime,weekday-endtime,weekend-deptime,weekend-endtime
38,39,39,39,1,28,3,1,150000,0,6,2,0,0,2,1,150000,0,0,2,1,0,0,113.8593418,22.62832393,113.9784448,22.5901607,1,1457752.942,57.5617557,5,2,4,1,75,480,704.05,540,915.38
39,40,40,40,1,33,3,1,150000,0,6,2,0,0,2,1,150000,0,0,8,2,0,0,114.1647447,22.56349577,114.1669082,22.5643092,1,1905255.461,0,10,3,0,1,25,510,1235.23,540,903.13
40,41,41,41,1,32,3,1,150000,0,6,2,0,0,2,1,150000,0,0,19,8,0,0,114.03878,22.60185337,114.0474972,22.60095131,1,2712848.986,0,4,1,1,2,10,540,1123.3,840,1319.12
41,42,42,42,1,33,3,1,150000,0,6,2,0,0,2,1,150000,0,0,2,1,0,0,114.1335832,22.62485819,114.1331154,22.61334824,1,1658893.447,0,2,3,2,0,10,450,1219.62,900,1257.8
42,43,43,43,1,31,3,1,150000,0,6,2,0,0,2,1,150000,0,0,8,2,0,0,113.8522069,22.6141377,114.1133922,22.54692885,1,2096508.353,124.1250933,2,0,2,1,10,480,816.83,1080,1353.57
43,44,44,44,1,31,3,1,150000,0,6,2,0,0,2,1,150000,0,0,19,8,0,0,114.201737,22.70969063,114.1315011,22.70014802,1,1462222.252,0,3,5,2,2,38,480,1083.7,1020,1351.43
44,45,45,45,1,33,3,1,150000,0,6,2,0,0,2,1,150000,0,0,2,1,0,0,114.1701289,22.57016194,114.1805854,22.55653039,1,2081927.434,0,2,0,1,2,10,510,1213.17,600,1231.95
45,46,46,46,1,28,3,1,150000,0,6,2,0,0,2,1,150000,0,0,19,8,0,0,114.1155919,22.56390746,114.1061697,22.60760021,1,2009165.908,20.57160703,2,4,1,0,25,480,748.78,840,1245.37
46,47,47,47,1,31,3,1,150000,0,6,2,0,0,2,1,150000,0,0,8,2,0,0,114.0045131,22.64230583,114.3557632,22.73016721,1,2281510.737,0,4,5,1,2,400,540,1277.8,630,1181.78
47,48,48,48,1,29,3,1,150000,0,6,2,0,0,2,1,150000,0,0,19,8,0,0,113.9243591,22.73817724,113.8967735,22.73733075,1,1443017.192,0,1,5,2,2,25,420,987.22,780,1217.42
48,49,49,49,1,29,3,1,150000,0,6,2,0,0,2,1,150000,0,0,2,1,0,0,113.8533064,22.75537504,113.8563369,22.74696049,1,1313197.54,4.116257079,2,0,2,2,10,510,1084.88,1020,1211.5
49,50,50,50,1,31,3,1,150000,0,6,2,0,0,2,1,150000,0,0,40,20,0,0,114.039483,22.54536204,114.0497209,22.52837377,1,2550713.019,0,0,4,2,2,10,360,1144.22,540,702.98
50,51,51,51,1,31,3,1,150000,0,6,2,0,0,2,1,150000,0,0,19,8,0,0,113.8865032,22.57412312,114.1669082,22.5643092,1,1882088.537,0,3,4,1,0,10,600,1181.97,870,1175.37
51,52,52,52,1,32,3,1,150000,0,6,2,0,0,2,1,150000,0,0,40,20,0,0,113.883369,22.59400215,113.9962566,22.67734254,1,2114939.195,0,3,5,3,2,75,480,1164.42,390,800.15
52,53,53,53,1,31,3,1,150000,0,6,2,0,0,2,1,150000,0,0,8,2,0,0,114.029352,22.64951895,114.0466717,22.64186821,1,2148791.276,8.714382199,5,0,3,2,10,450,1133.1,720,1100.68
53,54,54,54,1,34,3,1,150000,0,6,2,0,0,2,1,150000,0,0,19,8,0,0,113.9256338,22.51572657,113.9859915,22.53842706,1,2891317.464,0,2,4,2,2,38,510,1017.62,570,1184.52
54,55,55,55,1,34,3,1,150000,0,6,2,0,0,2,1,150000,0,0,19,8,0,0,114.1306867,22.60230633,114.1266964,22.55171362,1,1543542.063,23.3573219,3,0,4,1,25,450,917.43,600,828.12
55,56,56,56,1,28,3,1,150000,0,6,2,0,0,2,1,150000,0,0,2,1,0,0,114.0320278,22.56413598,114.0305432,22.56786856,1,2180503.007,1.848796029,6,4,1,1,10,420,582.7,690,999.52
56,57,57,57,1,31,3,1,150000,0,6,2,0,0,2,1,150000,0,0,19,8,0,0,113.9299459,22.74871131,113.8916427,22.76205659,1,1509931.296,18.66818159,2,5,1,0,25,480,1165.78,900,1192.73
57,58,58,58,1,27,3,1,150000,0,6,2,0,0,2,1,150000,0,0,19,8,0,0,114.0060361,22.64477552,114.0718589,22.62126535,1,2126671.366,32.16897196,1,3,1,1,38,480,952,600,951.38
58,59,59,59,1,31,3,1,150000,0,6,2,0,0,2,1,150000,0,0,40,20,0,0,114.2288876,22.70270774,114.3712383,22.74697943,1,948019.6448,68.61146887,2,3,1,2,10,840,1160.02,660,1230.92
59,60,60,60,1,29,3,1,150000,0,6,2,0,0,2,1,150000,0,0,19,8,0,0,113.8511874,22.57309821,114.2178839,22.61591595,1,2683415.499,0,2,5,3,2,10,510,788.62,810,1317.47
60,61,61,61,1,30,3,1,150000,0,6,2,0,0,2,1,150000,0,0,19,8,0,0,113.808973,22.73600021,113.7907346,22.76724119,1,1693333.669,0,4,4,1,1,25,540,1138.7,660,1383.1
61,62,62,62,1,26,3,1,150000,0,6,2,0,0,2,1,150000,0,0,2,1,0,0,114.2047847,22.70875643,114.3562205,22.71680927,1,1657082.93,69.79594947,0,3,2,1,75,510,1019.07,540,1045.5
62,63,63,63,1,25,3,1,150000,0,6,2,0,0,2,1,150000,0,0,2,1,0,0,113.8485196,22.57678478,114.3559461,22.72906025,1,2773265.857,243.8294058,3,1,2,1,10,480,1070.07,600,1089.22
63,64,64,64,1,33,3,1,150000,0,6,2,0,0,2,1,150000,0,0,40,20,0,0,114.03878,22.60185337,113.9865564,22.73539476,1,2712848.986,0,2,3,1,2,75,540,1200.97,900,1287.02
64,65,65,65,1,28,3,1,150000,0,6,2,0,0,2,1,150000,0,0,2,1,0,0,113.9367698,22.75570779,113.9450728,22.75703773,1,1509931.296,3.870120217,4,5,2,1,10,450,912.87,600,965.67
65,66,66,66,1,30,3,1,150000,0,6,2,0,0,2,1,150000,0,0,2,1,0,0,114.1306867,22.60230633,114.1422694,22.60791832,1,1543542.063,5.923639643,2,3,2,1,10,750,1067.98,480,957.37
66,67,67,67,1,34,3,1,150000,0,6,2,0,0,2,1,150000,0,0,40,20,0,0,113.863216,22.57078846,114.3559461,22.72906025,1,2578014.117,238.1883207,1,5,2,2,400,480,1013.95,720,1022.93
67,68,68,68,1,30,3,1,150000,0,6,2,0,0,2,1,150000,0,0,2,1,0,0,113.8591147,22.57989424,113.9444144,22.68440914,1,1902719.561,62.08934302,5,0,1,1,25,480,1299.35,510,841.03
68,69,69,69,1,33,3,1,150000,0,6,2,0,0,2,1,150000,0,0,40,20,0,0,113.8505256,22.57003332,114.0139728,22.75095175,1,2530785.083,112.2151543,1,0,2,0,10,720,777.2,960,1366.95
69,70,70,70,1,34,3,1,150000,0,6,2,0,0,2,1,150000,0,0,2,1,0,0,113.8522069,22.6141377,113.8851632,22.72061152,1,2096508.353,51.29772436,3,3,1,1,10,780,1256.25,1020,1194.27
70,71,71,71,1,27,3,1,150000,0,6,2,0,0,2,1,150000,0,0,2,1,0,0,113.8591147,22.57989424,114.1091996,22.58050961,1,1902719.561,115.1005176,4,4,3,2,400,570,778.05,1170,1379.95
71,72,72,72,1,29,3,0,150000,0,5,1,0,0,2,1,150000,0,0,19,8,0,0,114.0060361,22.64477552,114.043749,22.70327939,1,2126671.366,0,7,0,0,1,38,330,854.2,1050,1285.82
72,73,73,73,1,28,3,0,150000,0,2,1,0,6,2,1,150000,0,0,8,2,0,0,114.0424233,22.68753666,114.0582017,22.70814865,1,1510473.868,11.94697279,3,1,0,2,25,450,1148.95,660,1232.48
73,74,74,74,1,33,3,0,150000,0,2,1,0,6,2,1,150000,0,0,8,2,0,0,113.8591147,22.57989424,113.9180301,22.68796411,1,1902719.561,56.64956049,0,1,2,3,25,480,912.85,840,1351.1
74,75,75,75,1,25,3,0,150000,0,2,1,0,6,2,1,150000,0,0,2,1,0,0,113.8591147,22.57989424,113.936609,22.69505631,1,1902719.561,63.88561489,2,5,1,0,75,510,872.02,660,976.25
75,76,76,76,1,25,3,0,150000,0,1,1,0,3,2,1,150000,0,0,40,20,0,0,114.0358301,22.70436869,114.0449931,22.70374768,1,1793529.133,4.226893545,10,0,1,2,10,540,1203.08,450,991.23
76,77,77,77,1,32,3,0,150000,0,1,1,0,3,2,1,150000,0,0,19,8,0,0,114.041099,22.60560235,113.9489999,22.79852765,1,2275190.763,0,6,3,2,1,100,480,673.87,780,1046.33
77,78,78,78,1,26,3,0,150000,0,4,1,0,3,2,1,150000,0,0,2,1,0,0,114.1755856,22.56097261,114.2267479,22.54578426,1,1799148.505,0,5,4,3,2,25,510,1176.22,840,1349.05
78,79,79,79,1,31,3,0,150000,0,4,1,0,3,2,1,150000,0,0,19,8,0,0,113.8985783,22.55517608,113.9102712,22.54288065,1,2724193.738,7.809270434,2,0,1,1,10,750,1068.28,960,1344.17
79,80,80,80,1,32,3,0,150000,0,3,1,0,3,2,1,150000,0,0,19,8,0,0,114.2172382,22.55800213,114.2265682,22.55383255,1,1458813.035,0,5,5,0,0,10,450,1044.67,570,1059.2
80,81,81,81,1,34,3,0,150000,0,5,1,0,0,2,1,150000,0,0,40,20,0,0,114.0679432,22.6297239,114.0208734,22.61867062,1,1758349.109,0,4,5,2,0,50,540,1023.3,840,1247.68
81,82,82,82,1,33,3,0,150000,0,3,1,0,3,2,1,150000,0,0,19,8,0,0,113.8245459,22.74361825,113.8232585,22.73145729,1,1050074.222,5.628289087,4,2,3,0,38,480,1153.65,840,1023
82,83,83,83,1,28,3,0,150000,0,1,1,0,3,2,1,150000,0,0,2,1,0,0,114.0173094,22.62430723,113.9945339,22.53990409,1,1559232.47,40.23550335,0,1,1,1,50,570,1134.48,900,1280.75
83,84,84,84,1,25,3,0,150000,0,2,1,0,6,2,1,150000,0,0,2,1,0,0,113.9256338,22.51572657,113.907684,22.55657403,1,2891317.464,20.53489679,5,0,2,1,25,420,1041.75,810,1090.37
84,85,85,85,1,33,3,0,150000,0,5,1,0,0,2,1,150000,0,0,19,8,0,0,113.9299459,22.74871131,113.9326997,22.73433917,1,1509931.296,0,5,5,1,2,10,540,1120.02,600,906.5
85,86,86,86,1,29,3,0,150000,0,4,1,0,3,2,1,150000,0,0,19,8,0,0,114.1278678,22.55997049,114.1209736,22.57481572,1,2856326.611,7.533271866,5,2,2,1,10,420,1115.05,360,936.62
86,87,87,87,1,30,3,0,150000,0,3,1,0,3,2,1,150000,0,0,2,1,0,0,113.9299459,22.74871131,113.9397757,22.76440181,1,1509931.296,8.521567997,5,4,3,0,10,510,1154.97,840,1365.83
87,88,88,88,1,34,3,0,150000,0,5,1,0,0,2,1,150000,0,0,19,8,0,0,114.201737,22.70969063,114.2146748,22.70297441,1,1462222.252,6.709066765,7,3,1,2,10,450,796.18,360,626.58
88,89,89,89,1,34,3,0,150000,0,4,1,0,3,2,1,150000,0,0,2,1,0,0,113.9029163,22.57014649,113.9035735,22.74934921,1,2695268.834,82.47759897,9,1,2,2,25,480,954.72,780,1308.17
89,90,90,90,1,33,3,0,150000,0,2,1,0,6,2,1,150000,0,0,2,1,0,0,113.863216,22.57078846,113.8553703,22.78458004,1,2578014.117,98.46260731,1,5,4,0,10,540,1273.05,330,660.47
90,91,91,91,1,27,3,0,150000,0,3,1,0,3,2,1,150000,0,0,2,1,0,0,113.9040543,22.57707871,113.9805994,22.70188376,1,2992086.036,67.38369519,0,4,4,2,75,480,1214.38,600,883.3
91,92,92,92,1,29,3,0,150000,0,1,1,0,3,2,1,150000,0,0,2,1,0,0,114.1037883,22.55407365,114.07856,22.54555986,1,1967791.113,0,1,0,3,0,25,480,1020.42,480,1131.33
92,93,93,93,1,27,3,0,150000,0,5,1,0,0,2,1,150000,0,0,40,20,0,0,114.0358301,22.70436869,113.9897979,22.6785019,1,1793529.133,0,3,5,2,1,25,450,936.17,480,791.68
93,94,94,94,1,34,3,0,150000,0,4,1,0,3,2,1,150000,0,0,8,2,0,0,114.1248603,22.59405869,114.205819,22.64808521,1,2409470.183,0,0,0,1,2,75,600,1200.1,420,691.65
94,95,95,95,1,27,3,0,150000,0,4,1,0,3,2,1,150000,0,0,2,1,0,0,114.0424233,22.68753666,114.035506,22.70180229,1,1510473.868,0,0,2,2,1,10,480,1154.15,600,1216.02
95,96,96,96,1,29,3,0,150000,0,2,1,0,6,2,1,150000,0,0,19,8,0,0,114.0424233,22.68753666,114.0552492,22.71411879,1,1510473.868,13.58394222,10,5,0,1,25,360,1135.33,360,1041.07
96,97,97,97,1,27,3,0,150000,0,4,1,0,3,2,1,150000,0,0,40,20,0,0,113.8885816,22.57839234,113.8851632,22.72061152,1,2062238.505,65.47448327,0,1,1,1,25,360,912.18,420,673.02
97,98,98,98,1,29,3,0,150000,0,2,1,0,6,2,1,150000,0,0,8,2,0,0,114.0519623,22.62454193,114.0610122,22.63303021,1,1503649.326,5.7105847,5,4,3,2,10,540,1177.77,660,1080.22
98,99,99,99,1,25,3,0,150000,0,4,1,0,3,2,1,150000,0,0,19,8,0,0,113.8511874,22.57309821,113.8836088,22.55392193,1,2683415.499,0,5,3,2,1,25,420,991.48,1050,1380.42
99,100,100,100,1,34,3,0,150000,0,5,1,0,0,2,1,150000,0,0,40,20,0,0,113.9337326,22.76402951,113.9152116,22.75330155,1,1448515.786,9.850913158,0,0,4,1,10,570,886,390,604.93
100,101,101,101,1,29,3,0,150000,0,2,1,0,6,2,1,150000,0,0,19,8,0,0,114.0960048,22.62649671,114.1061697,22.60760021,1,1758349.109,9.875464203,2,4,1,2,10,480,1115.48,540,1045.88
101,102,102,102,1,30,3,0,150000,0,3,1,0,3,2,1,150000,0,0,19,8,0,0,113.8865032,22.57412312,113.9859915,22.53842706,1,1882088.537,0,2,5,2,2,50,510,1199.85,390,715.73
102,103,103,103,1,32,3,0,150000,0,1,1,0,3,2,1,150000,0,0,19,8,0,0,113.8998904,22.580372,114.1266964,22.55171362,1,1749213.681,105.2161977,2,4,1,2,10,450,715.3,540,885.48
103,104,104,104,1,32,3,0,150000,0,1,1,0,3,2,1,150000,0,0,19,8,0,0,113.8746316,22.55197004,114.0492451,22.56662297,1,2087171.339,80.64734821,1,2,3,0,10,480,1079.2,360,891.73
104,105,105,105,1,33,3,0,150000,0,2,1,0,6,2,1,150000,0,0,19,8,0,0,113.8746316,22.55197004,114.0513711,22.61576577,1,2087171.339,86.48033008,2,0,1,2,100,540,1087.2,1050,1392.18
105,106,106,106,1,27,3,0,150000,0,2,1,0,6,2,1,150000,0,0,2,1,0,0,114.0734797,22.53513319,114.2469077,22.56876552,1,2097585.021,81.30631479,10,2,1,2,10,450,1027.92,600,1128.37
106,107,107,107,1,26,3,0,150000,0,5,1,0,0,2,1,150000,0,0,19,8,0,0,114.1103715,22.57717689,114.0919831,22.56921226,1,1844548.792,0,1,3,1,2,10,510,1011.95,930,1244.68
107,108,108,108,1,27,3,0,150000,0,5,1,0,0,2,1,150000,0,0,19,8,0,0,113.8984836,22.57376001,113.9102712,22.54288065,1,2781870.756,15.21232916,7,2,4,0,25,480,1100.12,600,1420.92
108,109,109,109,1,32,3,0,150000,0,3,1,0,3,2,1,150000,0,0,19,8,0,0,114.1245297,22.57408031,114.0658046,22.54474181,1,2382023.33,30.21315907,0,2,1,1,38,480,808.28,720,1196.78
109,110,110,110,1,28,3,0,150000,0,4,1,0,3,2,1,150000,0,0,2,1,0,0,114.0060361,22.64477552,113.9894251,22.73620886,1,2126671.366,42.77050031,2,5,1,2,10,540,1181.95,720,1096.48
110,111,111,111,1,30,3,0,150000,0,4,1,0,3,2,1,150000,0,0,40,20,0,0,113.9141317,22.50931602,114.1942113,22.64106038,1,2602168.484,142.4537456,3,3,1,2,25,480,1017.42,330,572.55
111,112,112,112,1,31,3,0,150000,0,5,1,0,0,2,1,150000,0,0,2,1,0,0,113.9174436,22.5158805,113.9211685,22.48956803,1,2450053.915,12.23091062,0,5,1,2,25,540,872.12,600,1100.87
112,113,113,113,1,27,3,0,150000,0,4,1,0,3,2,1,150000,0,0,2,1,0,0,113.8865032,22.57412312,114.3732926,22.69322023,1,1882088.537,230.6499633,3,1,2,1,10,480,1048.4,1110,1349.5
113,114,114,114,1,26,3,0,150000,0,3,1,0,3,2,1,150000,0,0,2,1,0,0,114.0215488,22.62928066,114.0718589,22.62126535,1,2859788.39,23.4469616,3,4,1,2,25,540,1045.05,540,1020.73
114,115,115,115,1,29,3,0,150000,0,3,1,0,3,2,1,150000,0,0,19,8,0,0,113.8746316,22.55197004,113.9794741,22.56204871,1,2087171.339,0,4,5,2,2,75,510,1198.8,930,1226.6
115,116,116,116,1,30,3,0,150000,0,4,1,0,3,2,1,150000,0,0,2,1,0,0,113.8687641,22.56792019,113.9275533,22.63746989,1,1893769.083,41.91340909,9,3,2,1,50,480,697.48,1020,1371.7
116,117,117,117,1,27,3,0,150000,0,2,1,0,6,2,1,150000,0,0,19,8,0,0,113.8289193,22.71956443,113.8020222,22.69324358,1,1679164.959,0,1,3,4,1,25,450,980.08,720,966.2
117,118,118,118,1,27,3,0,150000,0,1,1,0,3,2,1,150000,0,0,19,8,0,0,114.2190045,22.55934086,114.258636,22.58795595,1,1564007.97,0,6,5,2,0,25,480,1042.63,510,933.55
118,119,119,119,1,25,3,0,150000,0,2,1,0,6,2,1,150000,0,0,19,8,0,0,114.0060361,22.64477552,114.0111018,22.54849473,1,2126671.366,44.37398339,1,1,2,1,10,750,1349.03,960,1375.73
119,120,120,120,1,25,3,0,150000,0,1,1,0,3,2,1,150000,0,0,19,8,0,0,114.03878,22.60185337,114.0406136,22.6025215,1,2712848.986,0,8,1,1,1,10,510,979.28,960,1091.8
120,121,121,121,1,28,3,0,150000,0,5,1,0,0,2,1,150000,0,0,40,20,0,0,113.8197806,22.67144481,113.8308308,22.70130974,1,1778599.355,0,0,5,3,2,25,510,1133.72,1020,1201.77
121,122,122,122,1,30,3,0,150000,0,3,1,0,3,2,1,150000,0,0,40,20,0,0,114.0154736,22.65448952,113.9938053,22.70191,1,1517425.839,23.9955421,7,1,4,1,10,450,1036.12,900,1346.07
122,123,123,123,1,31,3,0,150000,0,4,1,0,3,2,1,150000,0,0,2,1,0,0,113.8865032,22.57412312,114.2225624,22.61654006,1,1882088.537,155.8965194,1,5,3,1,10,540,912.13,360,858.93
123,124,124,124,1,26,3,0,150000,0,2,1,0,6,2,1,150000,0,0,19,8,0,0,114.0239956,22.64331109,114.038641,22.70807234,1,1481401.986,0,4,3,1,0,38,480,1243.65,360,777.22
124,125,125,125,1,30,3,0,150000,0,5,1,0,0,2,1,150000,0,0,2,1,0,0,113.808973,22.73600021,113.8232585,22.73145729,1,1693333.669,6.899270962,5,1,2,2,10,480,1134.65,780,1355.07
125,126,126,126,1,33,3,0,150000,0,1,1,0,3,2,1,150000,0,0,8,2,0,0,113.8746316,22.55197004,113.8915813,22.56216544,1,2087171.339,0,1,3,3,2,10,540,1029.05,1080,1311.05
